,username,registration_date,nb_of_comments,nb_of_cities,age,sex,country,top_cuisines,avg_overall_rating,avg_cuisine_rating,avg_service_rating,avg_quality_price_rating,avg_mood_rating,avg_michelin,avg_price_range_estimation
29243,Massimo S,2016,30,27,None,None,italie,"{'Italienne': 3, 'Lombarde': 2, 'Italie_du_Nord': 2, 'Bar': 1}",4.17,2.83,2.67,2.67,1.5,0.0,1.33
29260,879giovannip,2014,223,264,None,None,italie,"{'Italienne': 4, 'Lombarde': 1, 'Italie_du_Nord': 1, 'Bar': 1}",4.11,4.11,3.92,4.0,0.75,0.0,1.0
29264,Matthew K,2010,195,153,25-34,H,italie,"{'Lombarde': 3, 'Italienne': 3, 'Italie_du_Nord': 3, 'Pizza': 1, 'Bar': 1}",4.1,4.23,3.73,4.0,0.8,0.0,1.47
29280,ykbera,2016,165,88,50-64,H,italie,"{'Italienne': 5, 'Lombarde': 3, 'Italie_du_Nord': 3}",4.28,4.37,4.0,4.2,2.02,0.0,1.61
29358,marcofranciscop,2015,15,15,None,None,None,"{'Europeenne': 3, 'Steakhouse': 1, 'Italienne': 1, 'Internationale': 1, 'Grillades': 1, 'Europe_centrale': 1, 'Autrichienne': 1}",4.33,4.5,4.67,4.5,3.0,0.0,2.0
29478,596romainb,2014,26,10,None,None,None,"{'Francaise': 2, 'Europeenne': 2, 'Suisse': 1, 'Steakhouse': 1, 'Restauration_rapide': 1, 'Pizza': 1, 'Italienne': 1, 'Diner': 1, 'Bresilienne': 1, 'Americaine': 1}",3.92,3.25,3.25,3.22,3.33,0.0,1.67
29479,antho88,2011,77,39,None,None,suisse,"{'Europeenne': 17, 'Francaise': 15, 'Suisse': 8, 'Steakhouse': 4, 'Internationale': 3, 'Cafe': 3, 'Bar': 3, 'Restauration_rapide': 2, 'Italienne': 2, 'Diner': 2, 'Brasserie_gastronomique': 2, 'Asiatique': 2, 'Americaine': 2, 'Saine': 1, 'Pub': 1, 'Pizza': 1, 'Mediterraneenne': 1, 'Espagnole': 1, 'Bar_a_vins': 1}",3.99,4.05,3.92,3.72,3.36,0.07,2.07
29486,elnox,2012,40,176,25-34,F,italie,"{'Italienne': 3, 'Italie_du_Nord': 2, 'Pub': 1, 'Pizza': 1, 'Lombarde': 1, 'Bar': 1}",4.0,3.25,3.25,3.0,1.0,0.0,2.0
29495,yasminecamila,2016,26,13,None,None,suisse,"{'Mediterraneenne': 5, 'Europeenne': 5, 'Italienne': 3, 'Francaise': 2, 'Suisse': 1, 'Steakhouse': 1, 'Saine': 1, 'Restauration_rapide': 1, 'Pizza': 1, 'Libanaise': 1, 'Latino': 1, 'Bar_a_vins': 1, 'Asiatique': 1, 'Argentine': 1, 'Arabe': 1}",4.41,3.8,3.8,3.59,2.32,0.0,1.61
29518,jeremiemuller,2011,65,27,25-34,H,suisse,"{'Europeenne': 27, 'Italienne': 15, 'Suisse': 13, 'Mediterraneenne': 9, 'Bar': 7, 'Pizza': 6, 'Internationale': 6, 'Francaise': 6, 'Asiatique': 5, 'Americaine': 5, 'Pub': 3, 'Europe_centrale': 3, 'Vietnamienne': 2, 'Moderne': 2, 'Lombarde': 2, 'Italie_du_Nord': 2, 'Chinoise': 2, 'Bar_a_bieres': 2, 'Traiteur': 1, 'Thai': 1, 'Saine': 1, 'Restauration_rapide': 1, 'Malaisienne': 1, 'Cafe': 1}",4.0,4.13,3.96,3.91,3.4,0.0,1.96
29519,612philipper,2008,31,60,None,None,None,"{'Europeenne': 10, 'Francaise': 8, 'Suisse': 6, 'Mediterraneenne': 2, 'Moderne': 2, 'Italienne': 2, 'Internationale': 2, 'Saine': 1, 'Grillades': 1, 'Bar': 1, 'Americaine': 1}",4.32,3.98,3.87,3.63,3.41,0.33,2.42
29539,damianod0,2014,219,100,None,None,italie,"{'Italienne': 11, 'Pizza': 5, 'Mediterraneenne': 5, 'Lombarde': 3, 'Italie_du_Nord': 3, 'Sushi': 2, 'Pouilles': 2, 'Japonaise': 2, 'Italie_du_Sud': 2, 'Chinoise': 2, 'Asiatique': 2, 'Cafe': 1}",3.89,3.74,3.65,3.59,2.36,0.0,1.47
29595,marimor75,2012,15,57,35-49,H,italie,"{'Steakhouse': 1, 'Italienne': 1, 'Amerique_centrale': 1}",4.5,4.5,4.5,4.0,4.5,0.0,2.0
29610,VaiVaiVaiVai,2013,38,21,None,None,None,"{'Italienne': 3, 'Mediterraneenne': 2, 'Sushi': 1, 'Steakhouse': 1, 'Pizza': 1, 'Japonaise': 1, 'Internationale': 1, 'Chinoise': 1, 'Asiatique': 1, 'Amerique_centrale': 1}",4.03,4.03,4.03,3.76,2.94,0.0,2.0
29617,Bellodellamamma,2010,833,403,35-49,H,italie,"{'Italienne': 7, 'Pizza': 4, 'Mediterraneenne': 4, 'Sushi': 1, 'Suisse': 1, 'Steakhouse': 1, 'Napolitaine': 1, 'Lombarde': 1, 'Japonaise': 1, 'Italie_du_Sud': 1, 'Italie_du_Nord': 1, 'Internationale': 1, 'Europeenne': 1, 'Chinoise': 1, 'Campanie': 1, 'Bar_a_vins': 1, 'Asiatique': 1, 'Amerique_centrale': 1}",3.98,4.29,4.28,3.97,2.86,0.0,1.82
29622,RaffaRita,2015,144,62,None,None,italie,"{'Italienne': 7, 'Steakhouse': 2, 'Pub': 2, 'Pizza': 2, 'Bar': 2, 'Americaine': 2, 'Turque': 1, 'Sushi': 1, 'Mediterraneenne': 1, 'Japonaise': 1, 'Cafe': 1, 'Bar_a_bieres': 1, 'Asiatique': 1, 'Amerique_centrale': 1}",4.01,4.1,4.14,3.82,1.35,0.0,1.76
29657,antonio m,2016,50,27,None,None,italie,{'Americaine': 1},4.14,4.14,4.14,3.5,3.64,0.0,2.0
29668,cyr73-95,2012,78,51,35-49,H,france,"{'Pizza': 1, 'Mediterraneenne': 1, 'Italienne': 1, 'Europeenne': 1}",4.0,4.5,4.5,4.0,4.5,0.0,2.0
29669,Eraudy D,2013,17,132,35-49,F,italie,"{'Italienne': 9, 'Mediterraneenne': 8, 'Italie_du_Nord': 4, 'Europeenne': 4, 'Pizza': 3, 'Lombarde': 3, 'Emilienne': 1, 'Thai': 1, 'Sushi': 1, 'Soupes': 1, 'Pub': 1, 'Napolitaine': 1, 'Japonaise': 1, 'Italie_du_Sud': 1, 'Chinoise': 1, 'Campanie': 1, 'Cafe': 1, 'Bar': 1, 'Asiatique': 1}",3.9,4.08,3.99,3.77,3.99,0.17,1.89
29680,Girolamo P,2014,95,59,None,None,italie,"{'Italienne': 5, 'Cafe': 3, 'Steakhouse': 1, 'Pizza': 1, 'Mediterraneenne': 1, 'Francaise': 1, 'Europeenne': 1, 'Amerique_centrale': 1}",4.19,4.31,4.31,3.85,2.5,0.0,2.0
29692,biancaforfun,2013,39,37,None,None,italie,"{'Italienne': 2, 'Lombarde': 1, 'Italie_du_Nord': 1, 'Cafe': 1, 'Bar': 1}",4.0,4.0,4.0,4.0,4.25,0.0,2.0
29709,come80,2014,134,64,None,None,italie,"{'Italienne': 4, 'Mediterraneenne': 3, 'Steakhouse': 2, 'Pizza': 2, 'Moderne': 1, 'Amerique_centrale': 1, 'Americaine': 1}",4.05,3.3,3.38,3.02,2.38,0.0,2.0
29710,Stefania rProvince of ,2014,28,32,18-24,F,italie,"{'Pub': 1, 'Italienne': 1, 'Bar_a_bieres': 1, 'Bar': 1, 'Americaine': 1}",4.0,4.0,4.0,4.0,3.0,0.0,2.0
29712,Gabber82Vedano ,2012,68,42,25-34,F,italie,"{'Italienne': 2, 'Mediterraneenne': 1, 'Cafe': 1, 'Bar': 1}",4.0,4.0,4.0,4.0,4.25,0.0,2.0
29722,ale3ena,2009,46,138,25-34,H,italie,"{'Sushi': 1, 'Steakhouse': 1, 'Japonaise': 1, 'Italienne': 1, 'Chinoise': 1, 'Asiatique': 1, 'Amerique_centrale': 1}",4.06,4.06,3.83,3.78,3.83,0.0,2.0
29723,Peddina,2007,13,198,25-34,F,italie,{},,,,,,,
29740,FedeBa26,2016,90,62,None,None,italie,{},,,,,,,
29760,xhanivogel,2016,4,4,None,None,italie,"{'Mediterraneenne': 1, 'Italienne': 1}",4.0,4.0,4.0,4.0,4.5,0.0,2.0
29762,CAEGF,2016,7,4,None,None,italie,"{'Sushi': 1, 'Pub': 1, 'Japonaise': 1, 'Italienne': 1, 'Bar_a_bieres': 1, 'Bar': 1, 'Asiatique': 1, 'Americaine': 1}",4.25,4.25,4.25,4.0,1.5,0.0,2.0
29766,Giacomo C,2014,16,12,None,None,None,"{'Pub': 1, 'Italienne': 1, 'Bar_a_bieres': 1, 'Bar': 1, 'Americaine': 1}",4.0,4.0,4.0,4.0,3.0,0.0,2.0
29768,imarialuce,2013,42,31,None,None,None,"{'Steakhouse': 1, 'Italienne': 1, 'Europeenne': 1, 'Americaine': 1}",4.0,4.17,4.17,3.67,2.67,0.0,2.0
29771,MonicaM41,2011,191,102,50-64,F,suisse,"{'Italienne': 4, 'Mediterraneenne': 2, 'Steakhouse': 1, 'Pizza': 1, 'Europeenne': 1, 'Americaine': 1}",3.86,4.02,4.02,3.2,1.92,0.0,1.68
29791,FiorellaGaspari,2016,15,12,None,None,italie,{},,,,,,,
29804,354felicea,2017,4,5,None,None,None,"{'Sushi': 1, 'Steakhouse': 1, 'Japonaise': 1, 'Chinoise': 1, 'Asiatique': 1, 'Americaine': 1}",3.42,2.04,1.83,1.96,1.25,0.0,1.58
29820,paolaz982Oggiona con Santo ,2013,105,61,None,None,italie,"{'Sushi': 2, 'Japonaise': 2, 'Chinoise': 2, 'Asiatique': 2, 'Steakhouse': 1, 'Soupes': 1, 'Italienne': 1, 'Amerique_centrale': 1}",3.83,3.94,3.56,3.72,3.56,0.0,2.0
29865,marco pBeregazzo Con ,2012,13,10,None,None,italie,"{'Sushi': 1, 'Steakhouse': 1, 'Japonaise': 1, 'Italienne': 1, 'Chinoise': 1, 'Asiatique': 1, 'Amerique_centrale': 1}",4.07,4.07,3.86,3.79,3.86,0.0,2.0
29884,10andreino,2012,97,45,25-34,H,italie,{},,,,,,,
29914,Dana_Athena_H,2015,1,1,None,None,None,"{'Pub': 1, 'Italienne': 1, 'Bar_a_bieres': 1, 'Bar': 1, 'Americaine': 1}",4.0,4.0,4.0,4.0,3.0,0.0,2.0
29915,7deni7,2020,1,1,None,None,None,"{'Pub': 1, 'Italienne': 1, 'Bar_a_bieres': 1, 'Bar': 1, 'Americaine': 1}",4.0,4.0,4.0,4.0,3.0,0.0,2.0
29916,elisas11290,2015,3,3,None,None,None,"{'Pub': 1, 'Italienne': 1, 'Bar_a_bieres': 1, 'Bar': 1, 'Americaine': 1}",4.0,4.0,4.0,4.0,3.0,0.0,2.0
29917,Nirya94,2017,2,2,None,None,None,"{'Pub': 1, 'Italienne': 1, 'Bar_a_bieres': 1, 'Bar': 1, 'Americaine': 1}",4.0,4.0,4.0,4.0,3.0,0.0,2.0
29918,E7105UIantoniog,2020,1,1,None,None,None,"{'Pub': 1, 'Italienne': 1, 'Bar_a_bieres': 1, 'Bar': 1, 'Americaine': 1}",4.0,4.0,4.0,4.0,3.0,0.0,2.0
29919,marcpQ4308CH,2020,1,1,None,None,None,"{'Pub': 1, 'Italienne': 1, 'Bar_a_bieres': 1, 'Bar': 1, 'Americaine': 1}",4.0,4.0,4.0,4.0,3.0,0.0,2.0
29920,Patty_12_59,2019,1,1,None,None,italie,"{'Pub': 1, 'Italienne': 1, 'Bar_a_bieres': 1, 'Bar': 1, 'Americaine': 1}",4.0,4.0,4.0,4.0,3.0,0.0,2.0
29921,phoenixvoice,2020,1,1,None,None,italie,"{'Pub': 1, 'Italienne': 1, 'Bar_a_bieres': 1, 'Bar': 1, 'Americaine': 1}",4.0,4.0,4.0,4.0,3.0,0.0,2.0
29922,193adele,2020,1,1,None,None,None,"{'Pub': 1, 'Italienne': 1, 'Bar_a_bieres': 1, 'Bar': 1, 'Americaine': 1}",4.0,4.0,4.0,4.0,3.0,0.0,2.0
29923,715jadab,2020,1,1,None,None,italie,"{'Pub': 1, 'Italienne': 1, 'Bar_a_bieres': 1, 'Bar': 1, 'Americaine': 1}",4.0,4.0,4.0,4.0,3.0,0.0,2.0
29924,alessandrocW5742HJ,2020,1,1,None,None,None,"{'Pub': 1, 'Italienne': 1, 'Bar_a_bieres': 1, 'Bar': 1, 'Americaine': 1}",4.0,4.0,4.0,4.0,3.0,0.0,2.0
29925,TOMMASO2015,2015,1,1,None,None,None,"{'Pub': 1, 'Italienne': 1, 'Bar_a_bieres': 1, 'Bar': 1, 'Americaine': 1}",4.0,4.0,4.0,4.0,3.0,0.0,2.0
29926,Tourist66698834060,2014,10,7,None,None,italie,"{'Pub': 2, 'Italienne': 2, 'Bar_a_bieres': 2, 'Bar': 2, 'Americaine': 2}",4.0,4.0,4.0,4.0,3.0,0.0,2.0
29927,ElenaSmilePuzoneProvince of ,2014,29,10,None,None,italie,"{'Pub': 1, 'Italienne': 1, 'Bar_a_bieres': 1, 'Bar': 1, 'Americaine': 1}",4.0,4.0,4.0,4.0,3.0,0.0,2.0
29928,supercattu,2009,2,44,25-34,H,italie,"{'Pub': 1, 'Italienne': 1, 'Bar_a_bieres': 1, 'Bar': 1, 'Americaine': 1}",4.0,4.0,4.0,4.0,3.0,0.0,2.0
29929,fabione8579Province of ,2016,27,15,35-49,H,italie,"{'Italienne': 3, 'Pub': 2, 'Bar_a_bieres': 2, 'Bar': 2, 'Americaine': 2, 'Bar_a_vins': 1}",4.17,4.17,4.17,4.0,3.5,0.0,2.0
29930,Eugenio P,2017,2,2,None,None,italie,"{'Pub': 1, 'Italienne': 1, 'Bar_a_bieres': 1, 'Bar': 1, 'Americaine': 1}",4.0,4.0,4.0,4.0,3.0,0.0,2.0
29931,metteorossi,2015,7,5,None,None,italie,{},,,,,,,
29932,sofy8119,2015,1,1,None,None,italie,{},,,,,,,
29935,Fededj00,2015,1,0,None,None,None,"{'Pub': 1, 'Italienne': 1, 'Bar_a_bieres': 1, 'Bar': 1, 'Americaine': 1}",4.0,4.0,4.0,4.0,3.0,0.0,2.0
29936,GiRoVaGaPeRcAsO,2014,32,26,None,None,italie,{},,,,,,,
29937,RaffaRita,2015,144,62,None,None,italie,{},,,,,,,
29938,95ornellac,2014,2,1,None,None,None,"{'Pub': 1, 'Italienne': 1, 'Bar_a_bieres': 1, 'Bar': 1, 'Americaine': 1}",4.0,4.0,4.0,4.0,3.0,0.0,2.0
29939,gabrielemuraglia,2014,3,3,18-24,H,italie,{},,,,,,,
29940,ClaudioLisca,2014,205,127,25-34,H,italie,{},,,,,,,
29943,8Vale6,2014,49,26,25-34,F,italie,{},,,,,,,
29944,Davide891B,2013,30,20,18-24,H,italie,{},,,,,,,
29946,pirata_12,2012,5,77,None,None,italie,{},,,,,,,
29947,Je-88,2012,35,30,25-34,F,italie,{},,,,,,,
29964,mjsSorvilier,2012,177,77,50-64,F,None,"{'Europeenne': 12, 'Asiatique': 7, 'Italienne': 6, 'Suisse': 3, 'Mediterraneenne': 3, 'Japonaise': 3, 'Internationale': 3, 'Thai': 2, 'Sushi': 2, 'Saine': 2, 'Pizza': 2, 'Moderne': 2, 'Francaise': 2, 'Steakhouse': 1, 'Europe_centrale': 1}",3.75,3.86,3.79,3.46,2.45,0.0,2.11
29973,LouisErnest,2010,23,9,65+,H,suisse,"{'Europeenne': 8, 'Suisse': 6, 'Francaise': 6, 'Italienne': 3, 'Mediterraneenne': 2, 'Steakhouse': 1, 'Pizza': 1, 'Cafe': 1, 'Brasserie_gastronomique': 1}",4.11,4.17,4.11,3.76,2.22,0.0,2.0
29992,cpaolo68,2010,540,232,35-49,H,italie,"{'Italienne': 2, 'Pizza': 1, 'Lombarde': 1, 'Italie_du_Nord': 1, 'Europeenne': 1, 'Europe_centrale': 1, 'Autrichienne': 1}",4.0,4.0,3.82,3.68,1.64,0.0,1.64
30087,sozu j,2017,18,6,None,None,suisse,"{'Europeenne': 9, 'Suisse': 7, 'Francaise': 6, 'Thai': 1, 'Saine': 1, 'Pub': 1, 'Mediterraneenne': 1, 'Libanaise': 1, 'Italienne': 1, 'Cafe': 1, 'Bar_a_vins': 1, 'Bar_a_bieres': 1, 'Asiatique': 1, 'Arabe': 1}",4.28,3.51,3.42,3.28,0.0,0.0,1.89
30089,Ludo211288,2015,16,14,None,None,suisse,"{'Europeenne': 8, 'Italienne': 6, 'Suisse': 3, 'Pizza': 3, 'Mediterraneenne': 3, 'Turque': 1, 'Pub': 1, 'Internationale': 1, 'Francaise': 1, 'Cafe': 1, 'Bar': 1}",3.86,3.8,3.49,3.42,1.84,0.0,1.82
30090,lacsapy2016,2016,27,15,35-49,H,france,"{'Europeenne': 3, 'Suisse': 2, 'Japonaise': 2, 'Chinoise': 2, 'Asiatique': 2, 'Steakhouse': 1, 'Pizza': 1, 'Italienne': 1, 'Francaise': 1, 'Americaine': 1}",3.57,3.78,3.59,3.76,1.3,0.0,1.7
30113,658lisev,2016,7,6,None,None,None,"{'Europeenne': 4, 'Francaise': 3, 'Suisse': 1, 'Saine': 1, 'Cafe': 1}",3.81,4.25,3.62,3.88,0.0,0.0,2.0
30115,AlexAIRM,2019,9,2,None,None,None,"{'Europeenne': 8, 'Suisse': 6, 'Francaise': 5, 'Bar': 3, 'Pub': 2, 'Italienne': 2, 'Chinoise': 1, 'Asiatique': 1}",3.97,3.08,3.02,3.05,0.53,0.0,1.4
30132,Sanela M,2014,9,8,None,None,None,"{'Francaise': 2, 'Europeenne': 2, 'Suisse': 1, 'Pizza': 1, 'Europe_centrale': 1}",4.14,2.89,2.89,3.07,0.0,0.0,1.64
30136,Bonfol,2020,15,13,None,None,None,"{'Francaise': 11, 'Europeenne': 7, 'Suisse': 6, 'Asiatique': 3, 'Chinoise': 2, 'Thai': 1, 'Pizza': 1, 'Japonaise': 1, 'Italienne': 1, 'Internationale': 1, 'Fusion': 1, 'Bar': 1}",3.96,3.71,3.72,3.67,1.88,0.06,2.0
30143,Hugo G,2013,51,31,65+,H,suisse,"{'Europeenne': 14, 'Suisse': 11, 'Francaise': 10, 'Chinoise': 3, 'Asiatique': 3, 'Thai': 2, 'Mediterraneenne': 2, 'Italienne': 2, 'Ethiopienne': 1, 'Vietnamienne': 1, 'Steakhouse': 1, 'Pub': 1, 'Pizza': 1, 'Europe_centrale': 1, 'Bresilienne': 1, 'Bar_a_vins': 1, 'Bar': 1, 'Africaine': 1}",4.16,4.27,4.09,3.94,2.84,0.25,2.49
30165,kannelle25,2018,11,6,None,None,france,"{'Suisse': 1, 'Steakhouse': 1, 'Pub': 1, 'Japonaise': 1, 'Grillades': 1, 'Europeenne': 1, 'Bar': 1, 'Asiatique': 1}",3.25,3.04,2.64,2.86,0.43,0.0,1.57
30167,jildazk,2016,22,15,None,None,france,"{'Francaise': 7, 'Asiatique': 2, 'Pizza': 1, 'Japonaise': 1, 'Italienne': 1, 'Chinoise': 1, 'Cafe': 1}",4.18,3.5,3.62,3.38,0.35,0.0,1.5
30181,tiaissais,2015,6,3,None,None,suisse,"{'Europeenne': 3, 'Suisse': 2, 'Italienne': 2, 'Francaise': 2, 'Pizza': 1, 'Bar': 1}",3.88,2.75,2.62,2.75,1.0,0.0,1.69
30202,loubrayou,2016,21,11,None,None,None,"{'Suisse': 4, 'Francaise': 4, 'Europeenne': 4, 'Japonaise': 3, 'Asiatique': 3, 'Sushi': 2, 'Chinoise': 2, 'Saine': 1, 'Pub': 1, 'Mediterraneenne': 1, 'Moderne': 1, 'Diner': 1, 'Cafe': 1, 'Bar': 1, 'Americaine': 1}",3.61,3.64,3.5,3.44,2.37,0.0,1.89
30205,bleushay,2021,2,1,None,None,None,"{'Suisse': 1, 'Restauration_rapide': 1, 'Mediterraneenne': 1, 'Libanaise': 1, 'Europeenne': 1, 'Arabe': 1}",4.5,2.25,2.25,2.0,0.0,0.0,0.5
30211,lavilleee,2018,6,4,None,None,suisse,"{'Suisse': 5, 'Europeenne': 4, 'Francaise': 3, 'Pizza': 2, 'Mediterraneenne': 2, 'Italienne': 2}",4.0,4.0,4.1,3.9,1.6,0.0,2.0
30215,AdelineP270,2016,11,8,None,None,suisse,"{'Suisse': 2, 'Europeenne': 2, 'Restauration_rapide': 1, 'Mediterraneenne': 1, 'Libanaise': 1, 'Francaise': 1, 'Chinoise': 1, 'Asiatique': 1}",3.97,3.97,4.0,3.74,0.82,0.0,1.76
30226,NussbaumerJ,2015,22,20,None,None,None,"{'Francaise': 3, 'Europeenne': 3, 'Suisse': 2, 'Asiatique': 2, 'Steakhouse': 1, 'Saine': 1, 'Pizza': 1, 'Mediterraneenne': 1, 'Moderne': 1, 'Mexicaine': 1, 'Italienne': 1, 'Chinoise': 1, 'Bar': 1, 'Americaine': 1}",3.83,3.93,3.81,3.71,1.6,0.0,2.0
30227,C_Celia_1990,2016,4,5,None,None,suisse,"{'Europeenne': 3, 'Steakhouse': 2, 'Francaise': 2, 'Suisse': 1, 'Bar': 1}",4.12,4.12,3.88,3.88,2.75,0.0,2.0
30229,morivend,2015,84,52,None,None,france,"{'Francaise': 7, 'Europeenne': 2, 'Chinoise': 2, 'Asiatique': 2, 'Americaine': 2, 'Suisse': 1, 'Japonaise': 1, 'Internationale': 1, 'Grillades': 1, 'Bar': 1}",3.98,3.92,4.07,3.98,2.68,0.0,2.0
30234,Pirongo,2013,3,1,25-34,H,suisse,"{'Suisse': 3, 'Francaise': 3, 'Europeenne': 3, 'Bar': 1}",3.96,4.15,3.96,4.0,1.23,0.0,2.31
30241,jimboJU,2012,9,7,25-34,H,None,"{'Europeenne': 4, 'Suisse': 3, 'Steakhouse': 1, 'Restauration_rapide': 1, 'Italienne': 1, 'Francaise': 1, 'Bar': 1}",4.37,3.05,3.05,2.95,1.05,0.0,1.79
30257,JohnnyG1683,2016,4,7,None,None,royaume-uni,"{'Italienne': 2, 'Europeenne': 2, 'Toscane': 1, 'Steakhouse': 1, 'Pizza': 1, 'Mediterraneenne': 1, 'Italie_du_Centre': 1, 'Francaise': 1}",4.17,4.17,4.0,3.83,2.67,0.0,2.0
30258,575emilief,2017,25,14,None,None,suisse,"{'Europeenne': 10, 'Italienne': 6, 'Mediterraneenne': 4, 'Cafe': 4, 'Suisse': 2, 'Pizza': 2, 'Steakhouse': 1, 'Saine': 1, 'Moderne': 1, 'Internationale': 1, 'Grillades': 1, 'Fusion': 1, 'Francaise': 1, 'Bar_a_vins': 1, 'Asiatique': 1, 'Americaine': 1}",4.05,4.35,4.16,3.89,2.05,0.0,2.15
30262,izidaur,2015,16,7,None,None,france,"{'Europeenne': 8, 'Francaise': 7, 'Italienne': 3, 'Asiatique': 3, 'Sushi': 2, 'Mediterraneenne': 2, 'Japonaise': 2, 'Thai': 1, 'Saine': 1, 'Libanaise': 1, 'Grillades': 1, 'Bar': 1}",4.14,4.16,4.06,4.06,3.02,0.05,2.05
30263,Sergio K,2015,32,9,None,None,None,"{'Europeenne': 13, 'Suisse': 8, 'Francaise': 7, 'Italienne': 4, 'Mediterraneenne': 3, 'Steakhouse': 2, 'Ethiopienne': 1, 'Thai': 1, 'Restauration_rapide': 1, 'Asiatique': 1, 'Africaine': 1}",4.23,4.34,4.23,3.96,2.12,0.09,1.98
30267,ahrimannm,2012,24,87,None,None,france,"{'Europeenne': 3, 'Suisse': 1, 'Italienne': 1, 'Francaise': 1}",4.04,4.04,4.19,4.19,1.73,0.0,2.0
30318,873mathiasb,2014,7,6,None,None,suisse,"{'Asiatique': 2, 'Thai': 1, 'Pub': 1, 'Japonaise': 1, 'Francaise': 1, 'Cafe': 1, 'Bar': 1}",4.62,3.38,3.38,3.38,1.12,0.0,1.5
30321,Cocotier2900,2014,5,3,None,None,suisse,"{'Thai': 1, 'Suisse': 1, 'Restauration_rapide': 1, 'Francaise': 1, 'Europeenne': 1, 'Asiatique': 1}",4.33,4.5,4.5,4.0,1.33,0.0,1.67
30329,loliosse,2016,1,1,None,None,suisse,"{'Suisse': 1, 'Francaise': 1, 'Europeenne': 1}",3.5,4.0,3.5,4.0,0.0,0.0,2.0
30330,Silike,2019,1,1,None,None,None,"{'Suisse': 1, 'Francaise': 1, 'Europeenne': 1}",3.5,4.0,3.5,4.0,0.0,0.0,2.0
30331,lacoureuse,2017,19,13,None,None,None,"{'Suisse': 2, 'Europeenne': 2, 'Francaise': 1}",3.95,4.23,4.05,4.0,1.82,0.0,2.0
30332,007nicoe,2015,5,4,None,None,france,"{'Suisse': 1, 'Francaise': 1, 'Europeenne': 1}",3.5,4.0,3.5,4.0,0.0,0.0,2.0
30333,regnew,2015,23,18,None,None,suisse,"{'Europeenne': 10, 'Francaise': 9, 'Suisse': 4, 'Italienne': 2, 'Pizza': 1, 'Mediterraneenne': 1, 'Fusion': 1}",4.38,4.44,4.16,4.05,2.9,0.08,2.18
30334,J3699BJcarolinel,2015,15,13,25-34,F,suisse,"{'Europeenne': 5, 'Suisse': 3, 'Francaise': 3, 'Steakhouse': 1, 'Moderne': 1}",4.17,4.31,4.03,3.92,1.11,0.0,2.11
30335,funkyjulius,2015,8,4,None,None,suisse,"{'Suisse': 1, 'Francaise': 1, 'Europeenne': 1}",3.5,4.0,3.5,4.0,0.0,0.0,2.0
30336,chrikuhn,2016,3,4,None,None,suisse,"{'Suisse': 2, 'Francaise': 2, 'Europeenne': 2}",3.64,4.0,3.64,3.86,0.0,0.0,2.0
30337,Nati9717,2012,5,1,None,None,None,"{'Suisse': 1, 'Francaise': 1, 'Europeenne': 1}",3.5,4.0,3.5,4.0,0.0,0.0,2.0
30338,Da Costa Neves R,2018,6,2,None,None,suisse,"{'Restauration_rapide': 5, 'Turque': 4, 'Pizza': 4, 'Europeenne': 4, 'Italienne': 3, 'Thai': 1, 'Suisse': 1, 'Asiatique': 1}",3.22,1.5,1.5,1.33,1.0,0.0,0.89
30339,InflasseA,2016,2,2,None,None,suisse,"{'Suisse': 1, 'Saine': 1, 'Restauration_rapide': 1, 'Pizza': 1, 'Napolitaine': 1, 'Italienne': 1, 'Italie_du_Sud': 1, 'Europeenne': 1, 'Campanie': 1}",4.5,4.5,4.22,4.0,0.0,0.0,1.56
30340,JulienA1414,2017,34,17,None,None,suisse,"{'Suisse': 2, 'Europeenne': 2, 'Restauration_rapide': 1, 'Italienne': 1}",3.79,4.14,4.14,3.64,0.0,0.0,1.71
30341,GilC555,2016,12,8,None,None,suisse,"{'Europeenne': 2, 'Suisse': 1, 'Restauration_rapide': 1, 'Mediterraneenne': 1, 'Italienne': 1, 'Chinoise': 1, 'Asiatique': 1}",4.17,4.17,4.17,3.83,1.33,0.0,1.67
30342,AliceHun,2016,6,5,None,None,suisse,"{'Suisse': 1, 'Restauration_rapide': 1, 'Italienne': 1, 'Europeenne': 1}",4.42,4.42,4.42,4.0,0.58,0.0,1.17
30343,Mobile529688,2014,18,11,None,None,None,"{'Europeenne': 3, 'Suisse': 2, 'Francaise': 2, 'Restauration_rapide': 1, 'Pizza': 1, 'Mediterraneenne': 1, 'Italienne': 1}",4.25,4.25,4.25,3.96,1.25,0.21,1.86
30365,roukzer,2008,47,150,None,None,france,"{'Europeenne': 5, 'Francaise': 4, 'Italienne': 2, 'Vietnamienne': 1, 'Thai': 1, 'Steakhouse': 1, 'Pub': 1, 'Pizza': 1, 'Pakistanaise': 1, 'Internationale': 1, 'Indienne': 1, 'Chinoise': 1, 'Brasserie_gastronomique': 1, 'Asiatique': 1, 'Americaine': 1}",3.86,4.03,3.91,3.81,2.33,0.0,2.03
