,username,registration_date,nb_of_comments,nb_of_cities,age,sex,country,top_cuisines,avg_overall_rating,avg_cuisine_rating,avg_service_rating,avg_quality_price_rating,avg_mood_rating,avg_michelin,avg_price_range_estimation
92354,Vanina80,2015,39,27,None,None,suisse,"{'Europeenne': 4, 'Suisse': 3, 'Francaise': 3, 'Asiatique': 2, 'Soupes': 1, 'Restauration_rapide': 1, 'Japonaise': 1, 'Diner': 1, 'Chinoise': 1}",3.77,3.5,3.5,3.33,3.0,0.0,2.0
92359,gruberh975,2014,15,15,50-64,F,suisse,"{'Suisse': 2, 'Francaise': 2, 'Sushi': 1, 'Japonaise': 1, 'Europeenne': 1, 'Asiatique': 1}",3.72,3.89,3.89,3.39,2.11,0.22,2.22
92382,Stay801246,2018,24,5,35-49,F,suisse,"{'Francaise': 6, 'Europeenne': 6, 'Suisse': 4, 'Restauration_rapide': 4, 'Cafe': 4, 'Americaine': 4, 'Internationale': 3, 'Bar': 3, 'Mediterraneenne': 2, 'Libanaise': 2, 'Steakhouse': 1, 'Saine': 1, 'Pub': 1, 'Mexicaine': 1, 'Japonaise': 1, 'Italienne': 1, 'Grillades': 1, 'Fusion': 1, 'Europe_centrale': 1, 'Diner': 1, 'Cubaine': 1, 'Asiatique': 1, 'Amerique_centrale': 1}",3.96,3.65,3.64,3.53,1.93,0.0,1.62
92398,G_Ny_World,2016,57,31,None,None,suisse,"{'Europeenne': 6, 'Americaine': 5, 'Suisse': 3, 'Mediterraneenne': 3, 'Libanaise': 3, 'Cafe': 3, 'Bar': 3, 'Saine': 2, 'Restauration_rapide': 2, 'Francaise': 2, 'Chinoise': 2, 'Asiatique': 2, 'Soupes': 1, 'Pakistanaise': 1, 'Moderne': 1, 'Japonaise': 1, 'Internationale': 1, 'Indienne': 1, 'Fusion': 1, 'Bar_a_vins': 1}",3.91,3.72,3.6,3.45,1.6,0.0,1.78
92412,Otarina,2018,13,7,None,None,suisse,"{'Europeenne': 6, 'Francaise': 5, 'Asiatique': 4, 'Italienne': 3, 'Brasserie_gastronomique': 3, 'Sushi': 2, 'Suisse': 2, 'Mediterraneenne': 2, 'Japonaise': 2, 'Chinoise': 2, 'Tunisienne': 1, 'Portugaise': 1, 'Pizza': 1, 'Napolitaine': 1, 'Moderne': 1, 'Marocaine': 1, 'Libanaise': 1, 'Italie_du_Sud': 1, 'Internationale': 1, 'Fusion': 1, 'Campanie': 1}",3.78,3.86,3.72,3.54,2.05,0.1,2.1
92445,luciefonj,2015,13,9,None,None,suisse,"{'Europeenne': 7, 'Suisse': 4, 'Italienne': 3, 'Francaise': 3, 'Thai': 1, 'Sushi': 1, 'Saine': 1, 'Mediterraneenne': 1, 'Moderne': 1, 'Japonaise': 1, 'Fusion': 1, 'Chinoise': 1, 'Asiatique': 1}",4.32,3.68,3.4,3.41,3.72,0.18,2.05
92451,291stephanel,2016,8,4,None,None,None,"{'Europeenne': 5, 'Francaise': 3, 'Mediterraneenne': 2, 'Italienne': 2, 'Sushi': 1, 'Suisse': 1, 'Restauration_rapide': 1, 'Pizza': 1, 'Japonaise': 1, 'Asiatique': 1, 'Americaine': 1}",4.15,4.23,3.93,3.88,3.17,0.0,2.0
92463,Beat0067Geneva,2013,223,57,35-49,H,None,"{'Europeenne': 13, 'Francaise': 8, 'Mediterraneenne': 7, 'Suisse': 5, 'Italienne': 4, 'Cafe': 3, 'Asiatique': 3, 'Sushi': 2, 'Pizza': 2, 'Libanaise': 2, 'Japonaise': 2, 'Restauration_rapide': 1, 'Italie_du_Sud': 1, 'Italie_du_Centre': 1, 'Diner': 1, 'Chinoise': 1, 'Brasserie_gastronomique': 1, 'Bar': 1}",3.85,3.79,3.64,3.48,2.36,0.1,1.98
92472,Tour31979688999,2022,4,3,None,None,suisse,"{'Sushi': 1, 'Restauration_rapide': 1, 'Japonaise': 1, 'Francaise': 1, 'Europeenne': 1, 'Europe_centrale': 1, 'Asiatique': 1}",3.17,3.58,2.75,3.08,0.67,0.0,2.0
92473,kimit2016,2016,14,6,None,None,None,"{'Asiatique': 5, 'Japonaise': 4, 'Europeenne': 3, 'Sushi': 2, 'Francaise': 2, 'Cafe': 2, 'Vietnamienne': 1, 'Thai': 1, 'Suisse': 1, 'Restauration_rapide': 1, 'Grillades': 1, 'Coreenne': 1, 'Chinoise': 1}",3.57,3.65,3.51,3.43,1.47,0.05,1.92
92474,Dan74140,2008,12,360,35-49,H,suisse,"{'Steakhouse': 2, 'Francaise': 2, 'Europeenne': 2, 'Sushi': 1, 'Restauration_rapide': 1, 'Japonaise': 1, 'Asiatique': 1}",3.82,4.05,3.59,3.55,2.18,0.0,2.0
92475,ilchimico,2008,6,41,18-24,H,suisse,"{'Sushi': 1, 'Restauration_rapide': 1, 'Japonaise': 1, 'Asiatique': 1}",3.0,3.5,2.5,3.0,0.0,0.0,2.0
92476,Mamajuana5,2019,1,2,None,None,None,"{'Sushi': 1, 'Restauration_rapide': 1, 'Japonaise': 1, 'Asiatique': 1}",3.0,3.5,2.5,3.0,0.0,0.0,2.0
92477,Nouch2019,2015,1,1,None,None,None,"{'Sushi': 1, 'Restauration_rapide': 1, 'Japonaise': 1, 'Asiatique': 1}",3.0,3.5,2.5,3.0,0.0,0.0,2.0
92478,eg48,2014,39,22,None,None,suisse,"{'Sushi': 1, 'Restauration_rapide': 1, 'Mediterraneenne': 1, 'Moderne': 1, 'Japonaise': 1, 'Italienne': 1, 'Europeenne': 1, 'Asiatique': 1}",3.3,3.7,2.9,3.2,0.9,0.2,2.2
92479,Mati93773,2019,1,1,None,None,None,"{'Sushi': 1, 'Restauration_rapide': 1, 'Japonaise': 1, 'Asiatique': 1}",3.0,3.5,2.5,3.0,0.0,0.0,2.0
92480,cocox23,2018,17,8,None,None,suisse,"{'Mediterraneenne': 2, 'Japonaise': 2, 'Italienne': 2, 'Internationale': 2, 'Europeenne': 2, 'Asiatique': 2, 'Sushi': 1, 'Soupes': 1, 'Restauration_rapide': 1, 'Pizza': 1}",3.91,4.18,3.71,3.82,1.18,0.0,2.0
92481,Jessica l,2016,3,3,None,None,france,"{'Francaise': 2, 'Sushi': 1, 'Restauration_rapide': 1, 'Japonaise': 1, 'Internationale': 1, 'Europeenne': 1, 'Asiatique': 1}",4.06,4.25,4.12,3.75,0.88,0.0,2.62
92482,stellas2227,2018,1,1,None,None,None,"{'Sushi': 1, 'Restauration_rapide': 1, 'Japonaise': 1, 'Asiatique': 1}",3.0,3.5,2.5,3.0,0.0,0.0,2.0
92483,Dreamgirl85,2011,12,88,None,None,mexique,"{'Europeenne': 2, 'Sushi': 1, 'Suisse': 1, 'Restauration_rapide': 1, 'Pizza': 1, 'Japonaise': 1, 'Italienne': 1, 'Francaise': 1, 'Bar': 1, 'Asiatique': 1, 'Americaine': 1}",3.81,3.78,3.44,3.78,1.75,0.0,2.0
92484,00shift00Suisse,2017,6,1,None,None,suisse,"{'Sushi': 1, 'Restauration_rapide': 1, 'Japonaise': 1, 'Asiatique': 1}",3.0,3.5,2.5,3.0,0.0,0.0,2.0
92485,onikd,2010,15,7,None,None,indonesie,"{'Sushi': 1, 'Restauration_rapide': 1, 'Japonaise': 1, 'Asiatique': 1}",3.0,3.5,2.5,3.0,0.0,0.0,2.0
92487,J9052QAvictoriac,2014,123,62,25-34,F,suisse,"{'Europeenne': 9, 'Francaise': 7, 'Suisse': 4, 'Asiatique': 3, 'Pizza': 2, 'Italienne': 2, 'Bar': 2, 'Ethiopienne': 1, 'Thai': 1, 'Sushi': 1, 'Steakhouse': 1, 'Restauration_rapide': 1, 'Mediterraneenne': 1, 'Moderne': 1, 'Japonaise': 1, 'Internationale': 1, 'Africaine': 1}",3.88,3.92,3.8,3.57,2.73,0.09,2.23
92488,claudiod776,2014,456,233,35-49,H,italie,"{'Francaise': 2, 'Europeenne': 2, 'Sushi': 1, 'Suisse': 1, 'Restauration_rapide': 1, 'Pub': 1, 'Mediterraneenne': 1, 'Japonaise': 1, 'Bar': 1, 'Asiatique': 1}",3.61,3.75,3.46,3.25,2.61,0.0,2.0
92492,JackoJ35,2017,12,4,None,None,suisse,"{'Italienne': 4, 'Europeenne': 3, 'Steakhouse': 2, 'Restauration_rapide': 2, 'Mediterraneenne': 2, 'Japonaise': 2, 'Francaise': 2, 'Asiatique': 2, 'Vietnamienne': 1, 'Turque': 1, 'Sushi': 1, 'Suisse': 1, 'Soupes': 1, 'Pub': 1, 'Pizza': 1, 'Brasserie_gastronomique': 1, 'Americaine': 1}",3.95,3.13,3.13,2.95,1.9,0.1,2.1
92505,Mhamed01,2015,49,17,None,None,france,"{'Europeenne': 10, 'Italienne': 6, 'Mediterraneenne': 5, 'Francaise': 5, 'Pizza': 3, 'Chinoise': 3, 'Asiatique': 3, 'Indienne': 2, 'Bar': 2, 'Vietnamienne': 1, 'Turque': 1, 'Toscane': 1, 'Restauration_rapide': 1, 'Pub': 1, 'Pakistanaise': 1, 'Japonaise': 1, 'Italie_du_Centre': 1, 'Belge': 1}",3.71,3.79,3.83,3.63,1.79,0.0,1.92
92509,susanami03,2015,7,3,None,None,suisse,"{'Mediterraneenne': 3, 'Italienne': 3, 'Europeenne': 3, 'Asiatique': 3, 'Thai': 2, 'Brasserie_gastronomique': 2, 'Sushi': 1, 'Suisse': 1, 'Steakhouse': 1, 'Pub': 1, 'Pizza': 1, 'Japonaise': 1}",3.89,3.95,3.89,3.63,4.03,0.0,2.0
92510,333tee,2015,16,9,None,None,france,"{'Italienne': 2, 'Turque': 1, 'Thai': 1, 'Sushi': 1, 'Restauration_rapide': 1, 'Pizza': 1, 'Mediterraneenne': 1, 'Japonaise': 1, 'Francaise': 1, 'Europeenne': 1, 'Bar_a_vins': 1, 'Asiatique': 1}",4.28,4.31,4.22,3.88,2.0,0.0,2.25
92514,MELODIE01,2012,36,34,None,None,france,"{'Europeenne': 9, 'Francaise': 5, 'Mediterraneenne': 4, 'Italienne': 4, 'Pizza': 2, 'Sushi': 1, 'Suisse': 1, 'Libanaise': 1, 'Japonaise': 1, 'Indienne': 1}",3.93,4.05,3.89,3.62,3.68,0.09,2.31
92523,Stevebarman,2019,6,4,None,None,suisse,"{'Francaise': 3, 'Europeenne': 3, 'Mediterraneenne': 2, 'Thai': 1, 'Suisse': 1, 'Steakhouse': 1, 'Saine': 1, 'Latino': 1, 'Japonaise': 1, 'Italienne': 1, 'Espagnole': 1, 'Chinoise': 1, 'Catalane': 1, 'Bresilienne': 1, 'Asiatique': 1}",4.15,4.32,4.29,3.97,3.94,0.0,2.0
92549,Sharon S,2015,32,14,25-34,F,suisse,"{'Ethiopienne': 1, 'Sushi': 1, 'Steakhouse': 1, 'Latino': 1, 'Japonaise': 1, 'Bresilienne': 1, 'Asiatique': 1, 'Africaine': 1}",3.86,3.55,3.77,3.14,2.05,0.0,2.27
92551,Blumenpfeffer,2009,83,53,35-49,F,france,"{'Europeenne': 10, 'Francaise': 7, 'Pizza': 6, 'Italienne': 6, 'Mediterraneenne': 4, 'Asiatique': 3, 'Suisse': 2, 'Moderne': 2, 'Marocaine': 2, 'Japonaise': 2, 'Indienne': 2, 'Thai': 1, 'Sushi': 1, 'Steakhouse': 1, 'Saine': 1, 'Pakistanaise': 1, 'Napolitaine': 1, 'Latino': 1, 'Italie_du_Sud': 1, 'Europe_centrale': 1, 'Campanie': 1, 'Bresilienne': 1}",3.98,3.64,3.51,3.33,2.39,0.06,1.83
92559,globecoureuse,2011,134,293,25-34,F,suisse,"{'Europeenne': 6, 'Italienne': 4, 'Toscane': 3, 'Pizza': 3, 'Mediterraneenne': 3, 'Italie_du_Centre': 3, 'Cafe': 3, 'Steakhouse': 2, 'Restauration_rapide': 2, 'Francaise': 2, 'Traiteur': 1, 'Sushi': 1, 'Suisse': 1, 'Napolitaine': 1, 'Latino': 1, 'Japonaise': 1, 'Italie_du_Sud': 1, 'Internationale': 1, 'Europe_centrale': 1, 'Campanie': 1, 'Bresilienne': 1, 'Asiatique': 1}",3.96,3.6,3.94,3.66,3.44,0.12,2.17
92567,sachar2013,2010,6,324,None,None,suisse,"{'Sushi': 1, 'Japonaise': 1, 'Asiatique': 1}",4.0,4.5,4.0,3.5,4.0,1.0,3.0
92576,883nellyr,2016,37,16,None,None,espagne,"{'Francaise': 5, 'Europeenne': 3, 'Mediterraneenne': 2, 'Vietnamienne': 1, 'Tunisienne': 1, 'Thai': 1, 'Suisse': 1, 'Pizza': 1, 'Napolitaine': 1, 'Moderne': 1, 'Marocaine': 1, 'Japonaise': 1, 'Italienne': 1, 'Italie_du_Sud': 1, 'Chinoise': 1, 'Campanie': 1, 'Cafe': 1, 'Asiatique': 1}",3.48,3.73,3.64,3.36,2.79,0.0,1.96
92596,IsmeneAA,2014,26,97,35-49,F,suisse,"{'Francaise': 3, 'Europeenne': 3, 'Ethiopienne': 1, 'Sushi': 1, 'Suisse': 1, 'Steakhouse': 1, 'Restauration_rapide': 1, 'Japonaise': 1, 'Asiatique': 1, 'Africaine': 1}",4.2,4.09,3.98,3.91,3.91,0.0,2.0
92597,napo-74,2017,241,71,None,None,None,"{'Francaise': 7, 'Europeenne': 6, 'Italienne': 2, 'Ethiopienne': 1, 'Vietnamienne': 1, 'Sushi': 1, 'Suisse': 1, 'Saine': 1, 'Pizza': 1, 'Japonaise': 1, 'Grillades': 1, 'Chinoise': 1, 'Bar_a_vins': 1, 'Asiatique': 1, 'Africaine': 1}",4.16,4.29,4.13,4.05,2.52,0.16,2.02
92605,Sandra_Brbd,2007,53,146,35-49,F,suisse,"{'Europeenne': 10, 'Asiatique': 6, 'Suisse': 4, 'Steakhouse': 4, 'Francaise': 4, 'Europe_centrale': 4, 'Vietnamienne': 3, 'Restauration_rapide': 3, 'Pizza': 3, 'Italienne': 3, 'Grillades': 3, 'Chinoise': 3, 'Thai': 2, 'Mediterraneenne': 2, 'Latino': 2, 'Japonaise': 2, 'Coreenne': 2, 'Americaine': 2, 'Ethiopienne': 1, 'Sushi': 1, 'Peruvienne': 1, 'Libanaise': 1, 'Fusion': 1, 'Diner': 1, 'Bresilienne': 1, 'Bar': 1, 'Argentine': 1, 'Amerique_centrale': 1, 'Africaine': 1}",4.1,4.11,4.07,3.8,2.85,0.0,1.99
92615,SilkDragonfly,2012,187,83,None,None,suisse,"{'Mediterraneenne': 3, 'Europeenne': 2, 'Ethiopienne': 1, 'Thai': 1, 'Sushi': 1, 'Portugaise': 1, 'Pizza': 1, 'Libanaise': 1, 'Japonaise': 1, 'Italienne': 1, 'Asiatique': 1, 'Africaine': 1}",3.6,3.81,3.62,3.52,2.26,0.19,1.81
92632,570freddyg,2013,16,5,None,None,france,"{'Ethiopienne': 1, 'Thai': 1, 'Perse': 1, 'Libanaise': 1, 'Asiatique': 1, 'Africaine': 1}",4.17,4.17,4.17,4.0,3.83,0.0,2.33
92661,Mon K,2015,26,14,35-49,H,suisse,"{'Europeenne': 7, 'Mediterraneenne': 5, 'Italienne': 4, 'Pizza': 2, 'Pakistanaise': 2, 'Indienne': 2, 'Francaise': 2, 'Asiatique': 2, 'Toscane': 1, 'Thai': 1, 'Sushi': 1, 'Steakhouse': 1, 'Moderne': 1, 'Libanaise': 1, 'Japonaise': 1, 'Italie_du_Centre': 1, 'Espagnole': 1, 'Bar_a_vins': 1, 'Bar': 1, 'Africaine': 1, 'Afghane': 1}",4.19,4.31,4.15,3.95,2.13,0.07,2.12
92667,GioSa10,2016,16,12,None,None,italie,"{'Italienne': 3, 'Europeenne': 3, 'Pizza': 2, 'Sushi': 1, 'Suisse': 1, 'Mediterraneenne': 1, 'Japonaise': 1, 'Asiatique': 1}",3.8,4.0,3.8,3.5,2.6,0.0,2.0
92680,Z0rglub,2013,160,58,25-34,H,suisse,"{'Europeenne': 24, 'Francaise': 15, 'Italienne': 8, 'Mediterraneenne': 7, 'Asiatique': 6, 'Pizza': 5, 'Cafe': 5, 'Americaine': 5, 'Suisse': 4, 'Moderne': 4, 'Bar': 4, 'Steakhouse': 3, 'Diner': 3, 'Thai': 2, 'Restauration_rapide': 2, 'Europe_centrale': 2, 'Chinoise': 2, 'Soupes': 1, 'Napolitaine': 1, 'Japonaise': 1, 'Italie_du_Sud': 1, 'Internationale': 1, 'Fusion': 1, 'Espagnole': 1, 'Coreenne': 1, 'Campanie': 1, 'Brasserie_gastronomique': 1}",3.95,4.01,3.85,3.65,3.76,0.11,2.19
92765,andreass132019,2015,76,29,18-24,H,suisse,"{'Europeenne': 8, 'Asiatique': 5, 'Restauration_rapide': 3, 'Francaise': 3, 'Cafe': 3, 'Americaine': 3, 'Suisse': 2, 'Mediterraneenne': 2, 'Indienne': 2, 'Espagnole': 2, 'Chinoise': 2, 'Vietnamienne': 1, 'Tunisienne': 1, 'Thai': 1, 'Soupes': 1, 'Perse': 1, 'Mexicaine': 1, 'Marocaine': 1, 'Japonaise': 1, 'Italienne': 1, 'Diner': 1, 'Afghane': 1}",4.08,4.01,4.03,3.77,2.14,0.0,1.86
92769,bbgeneve,2008,74,300,50-64,F,suisse,"{'Europeenne': 10, 'Suisse': 6, 'Francaise': 6, 'Asiatique': 4, 'Cafe': 3, 'Saine': 2, 'Italienne': 2, 'Internationale': 2, 'Bar': 2, 'Sushi': 1, 'Steakhouse': 1, 'Pizza': 1, 'Mediterraneenne': 1, 'Moderne': 1, 'Japonaise': 1, 'Chinoise': 1, 'Americaine': 1}",3.55,3.89,3.45,3.53,3.31,0.08,2.0
92797,208Geordie,2013,161,364,65+,H,suisse,"{'Europeenne': 6, 'Francaise': 4, 'Suisse': 2, 'Mediterraneenne': 1, 'Moderne': 1, 'Italienne': 1, 'Europe_centrale': 1}",4.08,4.15,3.98,3.83,3.56,0.15,2.15
92832,pierroworld,2014,211,82,None,None,suisse,"{'Europeenne': 5, 'Francaise': 4, 'Suisse': 3, 'Restauration_rapide': 3, 'Pizza': 2, 'Italienne': 2, 'Europe_centrale': 2, 'Asiatique': 2, 'Sushi': 1, 'Steakhouse': 1, 'Soupes': 1, 'Japonaise': 1, 'Internationale': 1, 'Chinoise': 1, 'Cafe': 1}",3.93,4.11,3.77,3.68,3.13,0.0,1.81
92837,Serge_travel,2011,32,25,None,None,suisse,"{'Francaise': 8, 'Europeenne': 8, 'Moderne': 2, 'Europe_centrale': 2, 'Sushi': 1, 'Suisse': 1, 'Japonaise': 1}",4.36,4.47,4.36,3.96,3.86,0.58,2.79
92841,djuge,2012,25,77,18-24,F,suisse,"{'Pizza': 2, 'Italienne': 2, 'Asiatique': 2, 'Sushi': 1, 'Restauration_rapide': 1, 'Napolitaine': 1, 'Mediterraneenne': 1, 'Japonaise': 1, 'Italie_du_Sud': 1, 'Europeenne': 1, 'Chinoise': 1, 'Campanie': 1}",3.7,4.0,3.5,3.3,2.97,0.0,2.07
92851,"mariamgaliSlough, ",2016,109,61,None,None,royaume-uni,"{'Suisse': 3, 'Europeenne': 2, 'Sushi': 1, 'Indienne': 1, 'Francaise': 1, 'Bangladaise': 1, 'Asiatique': 1}",3.85,3.94,3.66,3.24,2.39,0.0,1.84
92866,640PatriciaS,2012,25,16,50-64,F,suisse,"{'Europeenne': 8, 'Francaise': 7, 'Suisse': 2, 'Fusion': 2, 'Europe_centrale': 2, 'Steakhouse': 1, 'Peruvienne': 1, 'Mediterraneenne': 1, 'Latino': 1, 'Japonaise': 1, 'Italienne': 1, 'Bar_a_vins': 1, 'Asiatique': 1}",4.05,3.8,3.68,3.39,2.83,0.11,1.93
92868,samiahurst,2008,25,167,None,None,suisse,"{'Fusion': 1, 'Francaise': 1, 'Europeenne': 1}",4.0,4.0,4.0,4.0,4.5,0.0,2.0
92911,darioGVA,2012,19,9,None,None,suisse,"{'Europeenne': 2, 'Sushi': 1, 'Suisse': 1, 'Mediterraneenne': 1, 'Japonaise': 1, 'Italienne': 1, 'Asiatique': 1}",4.05,4.27,4.05,4.0,2.59,0.09,2.55
92941,nephtalieu,2014,8,5,25-34,F,suisse,"{'Europeenne': 4, 'Francaise': 3, 'Mediterraneenne': 2, 'Moderne': 2, 'Ethiopienne': 1, 'Sushi': 1, 'Suisse': 1, 'Japonaise': 1, 'Coreenne': 1, 'Asiatique': 1, 'Africaine': 1}",4.31,4.39,4.29,4.05,3.47,0.0,2.03
92964,ilmarve,2016,18,9,None,None,suisse,"{'Europeenne': 6, 'Suisse': 4, 'Mediterraneenne': 4, 'Francaise': 4, 'Italienne': 3, 'Asiatique': 3, 'Cafe': 2, 'Bar': 2, 'Sushi': 1, 'Sri_lankaise': 1, 'Saine': 1, 'Pub': 1, 'Japonaise': 1, 'Indienne': 1, 'Chinoise': 1}",4.12,3.93,3.73,3.76,2.98,0.2,2.11
92987,cams23,2008,51,214,25-34,F,None,"{'Asiatique': 2, 'Thai': 1, 'Sushi': 1, 'Restauration_rapide': 1, 'Japonaise': 1}",3.53,4.03,3.79,3.79,1.68,0.0,1.74
92999,116raz,2014,55,31,None,None,france,"{'Sushi': 1, 'Japonaise': 1, 'Asiatique': 1}",3.0,3.25,2.75,3.25,0.0,0.0,2.0
93014,AVBirdy,2017,14,8,25-34,None,suisse,"{'Francaise': 2, 'Europeenne': 2, 'Restauration_rapide': 1, 'Mediterraneenne': 1, 'Japonaise': 1, 'Italienne': 1, 'Fusion': 1, 'Asiatique': 1}",4.02,3.91,3.91,3.93,2.45,0.0,1.77
93015,Dalvo,2013,25,18,None,None,suisse,"{'Francaise': 2, 'Cafe': 2, 'Asiatique': 2, 'Thai': 1, 'Restauration_rapide': 1, 'Moderne': 1, 'Japonaise': 1, 'Europeenne': 1, 'Chinoise': 1, 'Americaine': 1}",3.54,3.41,3.15,3.13,1.91,0.0,1.78
93040,OlivierT1355,2017,4,3,None,None,suisse,"{'Japonaise': 2, 'Vietnamienne': 1, 'Thai': 1, 'Sushi': 1, 'Restauration_rapide': 1, 'Pizza': 1, 'Mediterraneenne': 1, 'Italienne': 1, 'Europeenne': 1, 'Chinoise': 1, 'Asiatique': 1}",3.63,3.89,3.89,3.47,1.97,0.0,1.79
93043,Alkarys,2016,20,9,None,None,suisse,"{'Francaise': 4, 'Europeenne': 4, 'Restauration_rapide': 3, 'Suisse': 2, 'Americaine': 2, 'Steakhouse': 1, 'Pub': 1, 'Portugaise': 1, 'Japonaise': 1, 'Diner': 1, 'Bar': 1, 'Asiatique': 1}",3.61,3.68,3.62,3.41,3.12,0.0,1.86
93052,bluesky-complex,2016,41,21,None,None,None,"{'Suisse': 5, 'Mediterraneenne': 5, 'Europeenne': 5, 'Pizza': 3, 'Italienne': 3, 'Restauration_rapide': 2, 'Libanaise': 2, 'Francaise': 2, 'Sushi': 1, 'Saine': 1, 'Napolitaine': 1, 'Japonaise': 1, 'Italie_du_Sud': 1, 'Grillades': 1, 'Europe_centrale': 1, 'Campanie': 1, 'Asiatique': 1}",3.97,4.04,3.97,3.79,3.4,0.14,1.74
93087,delphineonline,2018,24,17,None,None,suisse,"{'Japonaise': 3, 'Italienne': 3, 'Asiatique': 3, 'Mediterraneenne': 2, 'Europeenne': 2, 'Vietnamienne': 1, 'Thai': 1, 'Sushi': 1, 'Romana': 1, 'Pizza': 1, 'Latium': 1, 'Italie_du_Centre': 1, 'Indienne': 1, 'Chinoise': 1}",3.93,4.07,3.86,3.5,2.64,0.29,2.43
93093,Ghizlane2016,2016,11,5,None,None,suisse,"{'Europeenne': 7, 'Francaise': 4, 'Italienne': 3, 'Sushi': 2, 'Suisse': 2, 'Pizza': 2, 'Mediterraneenne': 2, 'Japonaise': 2, 'Romana': 1, 'Latium': 1, 'Italie_du_Centre': 1}",3.95,4.0,3.96,3.53,3.56,0.27,2.48
93114,itsahsr,2016,38,17,18-24,F,suisse,"{'Europeenne': 3, 'Mediterraneenne': 2, 'Italienne': 2, 'Asiatique': 2, 'Sushi': 1, 'Suisse': 1, 'Moderne': 1, 'Japonaise': 1, 'Internationale': 1, 'Fusion': 1, 'Francaise': 1, 'Cafe': 1, 'Bar': 1}",3.89,3.16,3.0,2.73,3.39,0.0,1.82
93117,Ladylao19,2015,35,21,None,None,None,"{'Vietnamienne': 3, 'Chinoise': 3, 'Asiatique': 3, 'Thai': 2, 'Japonaise': 2, 'Francaise': 2, 'Sushi': 1, 'Restauration_rapide': 1, 'Italienne': 1, 'Grillades': 1, 'Europeenne': 1}",3.61,3.91,3.78,3.76,1.74,0.22,1.65
93132,amelie1259,2015,27,12,None,None,suisse,"{'Europeenne': 7, 'Italienne': 4, 'Mediterraneenne': 3, 'Francaise': 3, 'Pizza': 2, 'Vietnamienne': 1, 'Sushi': 1, 'Suisse': 1, 'Saine': 1, 'Restauration_rapide': 1, 'Pakistanaise': 1, 'Napolitaine': 1, 'Marocaine': 1, 'Libanaise': 1, 'Japonaise': 1, 'Italie_du_Sud': 1, 'Indienne': 1, 'Europe_centrale': 1, 'Espagnole': 1, 'Campanie': 1, 'Cafe': 1, 'Brasserie_gastronomique': 1, 'Bar': 1, 'Asiatique': 1, 'Americaine': 1}",3.83,3.73,3.46,3.38,3.6,0.0,2.07
93183,MaurizioGiuliano,2008,72,1045,25-34,H,None,"{'Sushi': 1, 'Japonaise': 1, 'Italienne': 1, 'Asiatique': 1}",3.0,3.5,3.1,3.1,3.4,0.0,2.0
93244,Ellybis13,2016,27,21,None,None,france,"{'Europeenne': 4, 'Internationale': 2, 'Francaise': 2, 'Bar': 2, 'Sushi': 1, 'Suisse': 1, 'Saine': 1, 'Mediterraneenne': 1, 'Japonaise': 1, 'Grillades': 1, 'Grecque': 1, 'Europe_centrale': 1, 'Diner': 1, 'Bar_a_bieres': 1, 'Asiatique': 1}",4.0,4.09,4.11,3.93,3.93,0.14,2.36
93245,VincentR2289,2016,5,3,None,None,None,"{'Europeenne': 2, 'Sushi': 1, 'Suisse': 1, 'Japonaise': 1, 'Francaise': 1, 'Diner': 1, 'Asiatique': 1}",4.24,3.29,3.29,3.29,2.24,0.0,2.0
93247,Adorian66,2012,16,14,35-49,H,suisse,"{'Europeenne': 2, 'Soupes': 1, 'Napolitaine': 1, 'Mediterraneenne': 1, 'Japonaise': 1, 'Italienne': 1, 'Italie_du_Sud': 1, 'Francaise': 1, 'Diner': 1, 'Campanie': 1, 'Asiatique': 1}",3.77,4.05,3.82,3.55,1.82,0.0,2.0
93276,Anamma_87,2020,28,11,None,None,suisse,"{'Europeenne': 9, 'Italienne': 6, 'Suisse': 3, 'Mediterraneenne': 3, 'Francaise': 3, 'Asiatique': 3, 'Thai': 2, 'Pub': 2, 'Pizza': 2, 'Internationale': 2, 'Bar': 2, 'Napolitaine': 1, 'Moderne': 1, 'Italie_du_Sud': 1, 'Chinoise': 1, 'Campanie': 1, 'Cafe': 1}",4.02,4.18,4.03,3.87,3.12,0.0,2.0
93285,freeload74,2014,34,15,None,None,suisse,"{'Europeenne': 13, 'Mediterraneenne': 6, 'Italienne': 6, 'Francaise': 6, 'Pizza': 3, 'Suisse': 2, 'Steakhouse': 2, 'Americaine': 2, 'Traiteur': 1, 'Japonaise': 1, 'Internationale': 1, 'Europe_centrale': 1, 'Chinoise': 1, 'Bar_a_vins': 1}",3.91,4.04,3.92,3.63,3.46,0.22,2.3
93293,Karimv937,2008,26,268,None,None,suisse,"{'Suisse': 3, 'Francaise': 3, 'Europeenne': 3, 'Mediterraneenne': 2, 'Italienne': 2, 'Internationale': 2, 'Brasserie_gastronomique': 2, 'Sushi': 1, 'Pizza': 1, 'Japonaise': 1, 'Asiatique': 1}",3.89,3.93,3.71,3.5,3.71,0.0,2.0
93297,Sigauster,2018,87,10,None,None,suisse,"{'Asiatique': 3, 'Cafe': 2, 'Thai': 1, 'Sushi': 1, 'Japonaise': 1, 'Indienne': 1, 'Europeenne': 1, 'Bangladaise': 1}",3.65,3.73,3.58,3.31,2.77,0.0,2.0
